0.0002442 -0.0333
0.00024426 -0.035
0.00024432 -0.035
0.000244379 -0.03
0.000244439 -0.03
0.000244499 -0.0333
0.000244559 -0.0317
0.000244618 -0.0333
0.000244678 -0.0333
0.000244738 -0.0367
0.000244798 -0.035
0.000244858 -0.0417
0.000244918 -0.0417
0.000244978 -0.0383
0.000245038 -0.0417
0.000245098 -0.0467
0.000245158 -0.0467
0.000245218 -0.0517
0.000245278 -0.0533
0.000245339 -0.0583
0.000245399 -0.0583
0.000245459 -0.0633
0.000245519 -0.0633
0.00024558 -0.06
0.00024564 -0.0633
0.0002457 -0.06
0.000245761 -0.06
0.000245821 -0.0583
0.000245881 -0.0583
0.000245942 -0.0567
0.000246002 -0.0583
0.000246063 -0.0567
0.000246124 -0.06
0.000246184 -0.055
0.000246245 -0.055
0.000246305 -0.05
0.000246366 -0.0517
0.000246427 -0.0417
0.000246488 -0.0417
0.000246548 -0.0367
0.000246609 -0.0367
0.00024667 -0.0317
0.000246731 -0.0317
0.000246792 -0.025
0.000246853 -0.0267
0.000246914 -0.0183
0.000246975 -0.0167
0.000247036 -0.0083
0.000247097 -0.0083
0.000247158 0.005
0.000247219 0.005
0.00024728 0.0133
0.000247341 0.015
0.000247402 0.01
0.000247463 0.0083
0.000247525 -0.0183
0.000247586 -0.02
0.000247647 -0.045
0.000247709 -0.045
0.00024777 -0.0567
0.000247831 -0.0567
0.000247893 -0.055
0.000247954 -0.0567
0.000248016 -0.05
0.000248077 -0.05
0.000248139 -0.045
0.000248201 -0.0467
0.000248262 -0.0483
0.000248324 -0.0483
0.000248385 -0.0533
0.000248447 -0.0533
0.000248509 -0.06
0.000248571 -0.06
0.000248633 -0.0783
0.000248694 -0.0783
0.000248756 -0.1083
0.000248818 -0.11
0.00024888 -0.0883
0.000248942 -0.085
0.000249004 0.01
0.000249066 0.0133
0.000249128 0.0367
0.00024919 0.0317
0.000249252 0.0033
0.000249314 0.005
0.000249377 0.0017
0.000249439 0.0017
0.000249501 -0.005
0.000249563 -0.0067
0.000249626 -0.0017
0.000249688 -0.0017
0.00024975 0.0067
0.000249813 0.0067
0.000249875 0.035
0.000249938 0.0367
0.00025 0.07
0.000250063 0.0717
0.000250125 0.0017
0.000250188 -0.0283
0.00025025 0.265
0.000250313 0.3217
0.000250376 0.0333
0.000250438 0.3017
0.000250501 -0.1817
0.000250564 -0.1967
0.000250627 -0.3783
0.000250689 -0.3817
0.000250752 -0.2767
0.000250815 -0.27
0.000250878 -0.0833
0.000250941 -0.0767
0.000251004 0.0267
0.000251067 0.03
0.00025113 0.0617
0.000251193 0.06
0.000251256 0.02
0.000251319 0.0183
0.000251383 -0.0183
0.000251446 -0.02
0.000251509 -0.0317
0.000251572 -0.03
0.000251636 -0.02
0.000251699 -0.0183
0.000251762 -0.0033
0.000251826 -0.0033
0.000251889 0.0067
0.000251953 0.0067
0.000252016 0.015
0.00025208 0.0133
0.000252143 0.0217
0.000252207 0.0217
0.00025227 0.0333
0.000252334 0.0333
0.000252398 0.0517
0.000252461 0.0517
0.000252525 0.0833
0.000252589 0.085
0.000252653 0.1383
0.000252717 0.14
0.000252781 0.195
0.000252845 0.2317
0.000252908 0.13
0.000252972 0.1133
0.000253036 -0.0483
0.0002531 -0.0183
0.000253165 0.18
0.000253229 0.145
0.000253293 0.105
0.000253357 0.1067
0.000253421 0.115
0.000253485 0.1083
0.00025355 0.065
0.000253614 0.0633
0.000253678 0.0017
0.000253743 0
0.000253807 -0.0467
0.000253872 -0.0483
0.000253936 -0.0783
0.000254001 -0.08
0.000254065 -0.0983
0.00025413 -0.0983
0.000254194 -0.105
0.000254259 -0.1033
0.000254323 -0.105
0.000254388 -0.105
0.000254453 -0.0983
0.000254518 -0.1
0.000254582 -0.0917
0.000254647 -0.0933
0.000254712 -0.0817
0.000254777 -0.08
0.000254842 -0.0717
0.000254907 -0.0717
0.000254972 -0.06
0.000255037 -0.0583
0.000255102 -0.05
0.000255167 -0.05
0.000255232 -0.0417
0.000255297 -0.0417
0.000255363 -0.0367
0.000255428 -0.0383
0.000255493 -0.0333
0.000255558 -0.0333
0.000255624 -0.0283
0.000255689 -0.0333
0.000255754 -0.03
0.00025582 -0.03
0.000255885 -0.025
0.000255951 -0.025
0.000256016 -0.0167
0.000256082 -0.0167
0.000256148 -0.0083
0.000256213 -0.0083
0.000256279 0.0017
0.000256345 0.0017
0.00025641 0.0033
0.000256476 0.005
0.000256542 0.0017
0.000256608 0.0033
0.000256674 0.0017
0.000256739 0
0.000256805 0.005
0.000256871 0.0033
0.000256937 0.0067
0.000257003 0.0033
0.000257069 0.0067
0.000257136 0.005
0.000257202 0.0017
0.000257268 0.0033
0.000257334 0
0.0002574 0
0.000257467 -0.0033
0.000257533 -0.005
0.000257599 -0.0033
0.000257666 -0.0067
0.000257732 -0.0033
0.000257798 -0.0033
0.000257865 -0.0067
0.000257931 -0.0067
0.000257998 -0.0083
0.000258065 -0.0067
0.000258131 -0.0083
0.000258198 -0.0083
0.000258264 -0.01
0.000258331 -0.0083
0.000258398 -0.005
0.000258465 -0.005
0.000258532 0.0017
0.000258598 0.0017
0.000258665 0.0083
0.000258732 0.0083
0.000258799 0.0133
0.000258866 0.0133
0.000258933 0.02
0.000259 0.02
0.000259067 0.0233
0.000259134 0.0233
0.000259202 0.03
0.000259269 0.0283
0.000259336 0.04
0.000259403 0.04
0.000259471 0.05
